X0,X1,Y
-1.254598811526375,4.507143064099161,0.669331646491383
2.3199394181140507,0.986584841970366,5.43052269959789
-3.439813595575635,-3.4400547966379733,7.640932983754477
-4.419163878318005,3.6617614577493516,-1.8360071315860296
1.0111501174320878,2.0807257779604544,6.148833312477187
-4.7941550570419755,4.699098521619943,-3.7558099546535266
3.324426408004218,-2.8766088932172384,4.278354552712296
-3.181750327928994,-3.165954901465662,6.919197542874509
-1.9575775704046228,0.24756431632237863,4.143698906053838
-0.6805498135788426,-2.0877085980195806,5.733560209228452
1.118528947223795,-3.6050613934795814,7.245673144943233
-2.0785535146478185,-1.336381567063083,4.286769000332778
-0.43930015782964027,2.8517596139301364,4.458896995745782
-3.003262178416403,0.14234438413611628,2.9885796360653325
0.9241456886204249,-4.5354958728000225,8.03119307174121
1.0754485190143832,-3.294758763127085,7.046109013798564
-4.349484070147205,4.488855372533333,-3.5746623814805063
4.656320330745594,3.0839734811646107,7.6319351838014615
-1.9538623082662934,-4.023278859936161,8.499070272969458
1.8423302651215687,-0.5984750626039865,4.713660861690171
-3.7796176515522117,-0.048230898887298146,3.4518408123317914
-4.656114788847816,4.093204020787821,-2.996121456522474
-2.412200183999831,1.6252228435398202,3.0724299535117168
-1.8828892391058902,0.20068021177810813,4.1531956244342725
0.4671027934327965,-3.1514554447447294,7.213932727833012
4.695846277645586,2.7513282336111455,7.684316934818134
4.394989415641891,3.9482735042764876,6.605469693131225
0.9789997881108512,4.218742350231167,3.5429007650425417
-4.115074979480805,-3.040171375808548,7.580903719369724
-4.54772711089462,-1.7466966923673564,4.997706926213388
-1.1132271031051797,-2.286509682261041,6.02379797997929
3.2873750915192943,-1.432466733064107,3.5284795812624234
-2.1906549031261924,0.4269608315824849,4.1743729958796685
-3.5907577502523735,3.0219698075403976,-0.3210678730896506
-4.254493563202292,4.868869366005173,-3.8644470560877506
2.7224476929665737,-3.012843184658276,4.207628525131716
-4.944778828763976,3.154614284548341,-0.6625832593416738
2.0685734384761716,2.2900716804098735,5.772279733316825
